epoch,test_acc,train_loss_updated,test_loss
0.0,0.003,2.096219646453857,0.07236677165031433
1.0,0.2575,2.3045485217571255,0.07194389045238495
2.0,0.0892,2.2968741224606832,0.07207740595340728
3.0,0.101,2.3022309023539225,0.07207534139156342
4.0,0.0892,2.3022070146401723,0.07207884166240693
5.0,0.0974,2.302320135593414,0.07207760603427887
6.0,0.0892,2.3022706286112467,0.07207698051929474
7.0,0.1032,2.3022664873600003,0.07207417228221893
8.0,0.0892,2.3021815627415974,0.07207818226814271
9.0,0.0974,2.3023009202480313,0.07207734673023224
10.0,0.0892,2.3022591012318925,0.07208108036518097
11.0,0.0974,2.3023723956743876,0.07207306447029113
12.0,0.0892,2.3021664849917096,0.07207867596149445
13.0,0.0892,2.30229282895724,0.07207717502117157
14.0,0.0892,2.3022497423489896,0.07207753612995148
15.0,0.1009,2.3022681217988334,0.07207430257797241
16.0,0.0892,2.302215012470881,0.0720786742925644
17.0,0.0974,2.302270194768906,0.0720752997636795
18.0,0.0892,2.302250116666158,0.07207600033283233
19.0,0.0892,2.30222133866946,0.07207657887935638
20.0,0.0892,2.3022564109961188,0.07207782187461853
21.0,0.0892,2.302279732704163,0.07207649610042573
22.0,0.0892,2.302234733104706,0.07208148019313812
23.0,0.0892,2.302375412702561,0.07207674207687378
24.0,0.0958,2.3022503451506298,0.07207667381763458
25.0,0.0892,2.3022285759449006,0.0720795264005661
26.0,0.1032,2.30233490006129,0.07207404806613922
27.0,0.0892,2.302172798236211,0.0720778451681137
28.0,0.0974,2.302270801226297,0.07207763946056366
29.0,0.0892,2.302289295752843,0.07207576906681061
